email_id,fecha_raw,asunto_raw,remitente,zona,texto_mail,thread_id
914,03/01/25,RECLAMO pedido no llego,cliente123@outlook.com,José C. Paz,"Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1787
915,2025-05-18 00:00,Demora en entrega,cliente123@outlook.com,San Isidro,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.,1788
916,2025-06-28 00:00,Pedido incompleto,cliente@gmail.com,San Miguel,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1789
917,2025/01/06,Queja repartidor,reclamos@hotmail.com,Tigre,Aguardo solución urgente. Espero una pronta respuesta.,1790
918,"Mar 01, 2025",Queja repartidor,reclamos@hotmail.com,Vicente López,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1791
919,"Jun 13, 2025",MAL SERVICIO,cliente@gmail.com,Escobar,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1792
920,17/01/25,Pedido incompleto,cliente@gmail.com,San Fernando,Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.,1793
921,2025-02-19 00:00,Problema con el repartidor,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1794
922,"Mar 24, 2025",Pedido NO entregado!!!,cliente123@outlook.com,Escobar,Aguardo solución urgente. Muy mal servicio.,1795
923,2025-04-03 00:00,Servicio pésimo,usuario@yahoo.com,Vicente López,Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1796
924,11/04/25,RECLAMO pedido no llego,reclamos@hotmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.",1797
925,05/03/25,Demora en entrega,usuario@yahoo.com,San Martín,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1798
926,2025-04-21 00:00,Servicio pésimo,reclamos@hotmail.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1799
927,2025-03-29 00:00,Queja repartidor,reclamos@hotmail.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1800
928,"Jun 10, 2025",Entrega tarde otra vez,cliente@gmail.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1801
929,2025-06-27 00:00,Cobro incorrecto,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Muy mal servicio.",1802
930,2025-01-17 00:00,Re: Pedido incompleto,cliente@gmail.com,José C. Paz,Espero una pronta respuesta. Muy mal servicio.,1802
931,"Jan 25, 2025",No recibí mi pedido,usuario@yahoo.com,Vicente López,Muy mal servicio. Aguardo solución urgente. No es la primera vez que pasa esto.,1803
932,2025-03-28 00:00,Entrega tarde otra vez,cliente123@outlook.com,José C. Paz,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1804
933,2025-01-04 00:00,Entrega tarde otra vez,usuario@yahoo.com,San Fernando,Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio.,1805
934,"Jun 08, 2025",Servicio pésimo,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1806
935,"Mar 21, 2025",Re: Re: falta producto,reclamos@hotmail.com,Escobar,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1806
936,2025/06/04,Error en la factura,reclamos@hotmail.com,San Martín,Aguardo solución urgente. No es la primera vez que pasa esto.,1807
937,2025-03-02 00:00,Pedido NO entregado!!!,cliente123@outlook.com,San Martín,No es la primera vez que pasa esto. Aguardo solución urgente.,1808
938,29/03/25,Demora en entrega,cliente123@outlook.com,San Miguel,Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.,1809
939,26/03/25,Re: Pedido incompleto,cliente@gmail.com,San Miguel,Muy mal servicio. No es la primera vez que pasa esto.,1809
940,13/06/25,RECLAMO pedido no llego,usuario@yahoo.com,San Miguel,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1810
941,"Feb 22, 2025",No recibí mi pedido,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto.",1811
942,2025-05-23 00:00,RECLAMO pedido no llego,usuario@yahoo.com,Escobar,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1812
943,20/02/25,RECLAMO pedido no llego,reclamos@hotmail.com,San Fernando,Espero una pronta respuesta. No es la primera vez que pasa esto.,1813
944,22/05/25,Cobro incorrecto,usuario@yahoo.com,Tigre,No es la primera vez que pasa esto. Espero una pronta respuesta.,1814
945,06/01/25,Entrega tarde otra vez,cliente123@outlook.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta. Aguardo solución urgente.,1815
946,2025/04/05,Queja repartidor,usuario@yahoo.com,José C. Paz,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Espero una pronta respuesta.",1816
947,18/02/25,Re: Re: falta producto,cliente123@outlook.com,San Martín,Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1816
948,12/01/25,Queja repartidor,reclamos@hotmail.com,San Fernando,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1817
949,"Feb 02, 2025",Problema con el repartidor,usuario@yahoo.com,San Isidro,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1818
950,2025/06/15,No recibí mi pedido,cliente123@outlook.com,José C. Paz,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1819
951,"May 15, 2025",Reclamo por cobro,cliente123@outlook.com,San Miguel,Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1820
952,23/02/25,Pedido NO entregado!!!,usuario@yahoo.com,San Miguel,Muy mal servicio. No es la primera vez que pasa esto.,1821
953,"Apr 19, 2025",Error en la factura,usuario@yahoo.com,San Martín,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1822
954,"Mar 17, 2025",Demora en entrega,reclamos@hotmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1823
955,"Apr 26, 2025",Re: Pedido incompleto,cliente123@outlook.com,Malvinas Argentinas,Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.,1823
956,07/01/25,No recibí mi pedido,cliente123@outlook.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1824
957,2025-05-09 00:00,Error en la factura,reclamos@hotmail.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1825
958,10/01/25,Reclamo por cobro,reclamos@hotmail.com,Tigre,Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto. Muy mal servicio.,1826
959,30/06/25,MAL SERVICIO,reclamos@hotmail.com,Vicente López,Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto.,1827
960,2025-05-29 00:00,No recibí mi pedido,cliente123@outlook.com,José C. Paz,Muy mal servicio. No es la primera vez que pasa esto.,1828
961,"Feb 23, 2025",Queja repartidor,usuario@yahoo.com,José C. Paz,Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.,1829
962,2025/01/22,Cobro incorrecto,usuario@yahoo.com,Malvinas Argentinas,Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta.,1830
963,06/04/25,RECLAMO pedido no llego,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1831
964,"Feb 27, 2025",Cobro incorrecto,cliente123@outlook.com,Malvinas Argentinas,"Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1832
965,05/02/25,Pedido NO entregado!!!,reclamos@hotmail.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1833
966,"Feb 18, 2025",No recibí mi pedido,cliente@gmail.com,San Martín,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1834
967,22/06/25,Entrega tarde otra vez,cliente@gmail.com,San Miguel,No es la primera vez que pasa esto. Aguardo solución urgente.,1835
968,2025/04/09,Demora en entrega,usuario@yahoo.com,Tigre,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1836
969,2025-04-05 00:00,Pedido NO entregado!!!,usuario@yahoo.com,San Martín,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1837
970,"May 18, 2025",Re: Re: falta producto,cliente123@outlook.com,San Isidro,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1837
971,"Apr 21, 2025",Error en la factura,usuario@yahoo.com,Escobar,"No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1838
972,"Feb 06, 2025",RECLAMO pedido no llego,cliente@gmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1839
973,2025-04-29 00:00,Demora nuevamente,cliente@gmail.com,Escobar,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente. No es la primera vez que pasa esto.,1840
974,06/06/25,No recibí mi pedido,cliente123@outlook.com,Tigre,Aguardo solución urgente. Muy mal servicio.,1841
975,09/04/25,Demora nuevamente,cliente@gmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.",1842
976,2025-06-20 00:00,Error en la factura,usuario@yahoo.com,San Miguel,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1843
977,2025/01/27,Demora en entrega,cliente123@outlook.com,San Miguel,Espero una pronta respuesta. No es la primera vez que pasa esto.,1844
978,2025-04-29 00:00,Pedido NO entregado!!!,cliente@gmail.com,San Miguel,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1845
979,2025-01-10 00:00,No recibí mi pedido,reclamos@hotmail.com,San Isidro,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1846
980,2025-04-29 00:00,Servicio pésimo,cliente@gmail.com,José C. Paz,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1847
981,11/02/25,Problema con el repartidor,cliente@gmail.com,San Isidro,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1848
982,2025-02-13 00:00,No recibí mi pedido,cliente@gmail.com,Escobar,Muy mal servicio. Espero una pronta respuesta.,1849
983,2025-02-25 00:00,Pedido incompleto,usuario@yahoo.com,San Miguel,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.",1850
984,2025-01-14 00:00,Demora nuevamente,cliente@gmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Espero una pronta respuesta.,1851
985,2025-02-21 00:00,Queja repartidor,cliente@gmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1852
986,2025-06-24 00:00,MAL SERVICIO,usuario@yahoo.com,San Isidro,"No es la primera vez que pasa esto. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1853
987,2025/03/25,Entrega tarde otra vez,usuario@yahoo.com,Tigre,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1854
988,2025/01/28,MAL SERVICIO,reclamos@hotmail.com,San Fernando,Muy mal servicio. Espero una pronta respuesta.,1855
989,10/04/25,RECLAMO pedido no llego,cliente123@outlook.com,Tigre,Espero una pronta respuesta. Aguardo solución urgente.,1856
990,18/01/25,Pedido NO entregado!!!,cliente123@outlook.com,Escobar,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. Aguardo solución urgente.",1857
991,2025/01/25,Problema con el repartidor,cliente123@outlook.com,San Fernando,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1858
992,2025/01/18,Servicio pésimo,cliente@gmail.com,San Miguel,Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta.,1859
993,2025-03-01 00:00,RECLAMO pedido no llego,cliente@gmail.com,Escobar,Muy mal servicio. No es la primera vez que pasa esto.,1860
994,16/01/25,Demora en entrega,reclamos@hotmail.com,San Miguel,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1861
995,2025-06-14 00:00,MAL SERVICIO,usuario@yahoo.com,San Miguel,Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente.,1862
996,"May 14, 2025",Pedido NO entregado!!!,reclamos@hotmail.com,Vicente López,Espero una pronta respuesta. Aguardo solución urgente.,1863
997,2025-02-22 00:00,Queja repartidor,usuario@yahoo.com,Tigre,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1864
998,"Jan 17, 2025",RECLAMO pedido no llego,cliente@gmail.com,Tigre,No es la primera vez que pasa esto. Aguardo solución urgente.,1865
999,24/01/25,Re: Re: falta producto,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta. No es la primera vez que pasa esto.",1865
1000,12/02/25,Error en la factura,usuario@yahoo.com,Malvinas Argentinas,Aguardo solución urgente. No es la primera vez que pasa esto.,1866
1001,"Mar 15, 2025",Error en la factura,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1867
1002,"Feb 12, 2025",No recibí mi pedido,cliente123@outlook.com,Malvinas Argentinas,"Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1868
1003,"Apr 08, 2025",RECLAMO pedido no llego,cliente@gmail.com,Escobar,"Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1869
1004,"Apr 08, 2025",Problema con el repartidor,reclamos@hotmail.com,San Miguel,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1870
1005,"Feb 04, 2025",Cobro incorrecto,usuario@yahoo.com,San Fernando,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1871
1006,"May 06, 2025",Reclamo por cobro,cliente123@outlook.com,Malvinas Argentinas,Espero una pronta respuesta. Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.,1872
1007,2025-04-15 00:00,Demora en entrega,cliente@gmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1873
1008,"May 11, 2025",Reclamo por cobro,reclamos@hotmail.com,Vicente López,"Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1874
1009,2025-05-03 00:00,Queja repartidor,reclamos@hotmail.com,Vicente López,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1875
1010,07/03/25,Re: Re: falta producto,usuario@yahoo.com,Vicente López,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1875
1011,2025-06-30 00:00,No recibí mi pedido,usuario@yahoo.com,Malvinas Argentinas,Muy mal servicio. Espero una pronta respuesta.,1876
1012,"May 09, 2025",Error en la factura,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Espero una pronta respuesta. No es la primera vez que pasa esto.",1877
1013,10/03/25,Re: Re: falta producto,cliente123@outlook.com,Escobar,No es la primera vez que pasa esto. Muy mal servicio.,1877
1014,2025-01-25 00:00,RECLAMO pedido no llego,cliente123@outlook.com,José C. Paz,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1878
1015,06/04/25,Pedido incompleto,usuario@yahoo.com,Tigre,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1879
1016,17/02/25,MAL SERVICIO,cliente@gmail.com,San Fernando,Espero una pronta respuesta. Muy mal servicio.,1880
1017,2025-06-10 00:00,Demora nuevamente,usuario@yahoo.com,San Isidro,"Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1881
1018,2025/01/17,Problema con el repartidor,cliente@gmail.com,Tigre,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1882
1019,2025-03-10 00:00,Pedido NO entregado!!!,cliente@gmail.com,San Isidro,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1883
1020,2025/06/04,No recibí mi pedido,cliente123@outlook.com,San Miguel,Aguardo solución urgente. Muy mal servicio. No es la primera vez que pasa esto.,1884
1021,2025/06/24,Reclamo por cobro,reclamos@hotmail.com,Tigre,Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1885
1022,2025/04/02,Pedido NO entregado!!!,cliente@gmail.com,Vicente López,"Muy mal servicio. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido.",1886
1023,2025/05/16,Entrega tarde otra vez,usuario@yahoo.com,San Martín,Aguardo solución urgente. Muy mal servicio. Espero una pronta respuesta.,1887
1024,19/06/25,Re: Pedido incompleto,cliente@gmail.com,San Martín,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1887
1025,"Jun 23, 2025",Cobro incorrecto,usuario@yahoo.com,San Miguel,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1888
1026,2025-05-02 00:00,Re: Pedido incompleto,cliente123@outlook.com,Escobar,"No es la primera vez que pasa esto. Aguardo solución urgente. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1888
1027,2025-05-08 00:00,Re: Re: falta producto,reclamos@hotmail.com,José C. Paz,"No es la primera vez que pasa esto. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1888
1028,19/06/25,Servicio pésimo,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente.",1889
1029,08/01/25,Re: Pedido incompleto,reclamos@hotmail.com,Malvinas Argentinas,No es la primera vez que pasa esto. Espero una pronta respuesta. Muy mal servicio.,1889
1030,2025-06-21 00:00,Servicio pésimo,usuario@yahoo.com,José C. Paz,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1890
1031,2025-05-28 00:00,Queja repartidor,reclamos@hotmail.com,Malvinas Argentinas,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1891
1032,2025/01/30,Problema con el repartidor,cliente@gmail.com,San Isidro,Espero una pronta respuesta. No es la primera vez que pasa esto.,1892
1033,2025/05/27,Entrega tarde otra vez,usuario@yahoo.com,San Martín,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1893
1034,01/06/25,Pedido NO entregado!!!,cliente123@outlook.com,Malvinas Argentinas,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1894
1035,"Jan 28, 2025",Queja repartidor,cliente@gmail.com,José C. Paz,Espero una pronta respuesta. No es la primera vez que pasa esto. Muy mal servicio.,1895
1036,"May 08, 2025",Queja repartidor,usuario@yahoo.com,Escobar,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1896
1037,2025-05-09 00:00,Error en la factura,reclamos@hotmail.com,San Miguel,No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente. Espero una pronta respuesta.,1897
1038,27/03/25,Pedido NO entregado!!!,usuario@yahoo.com,Tigre,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta.",1898
1039,18/06/25,Error en la factura,cliente@gmail.com,José C. Paz,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1899
1040,"Mar 31, 2025",Servicio pésimo,cliente123@outlook.com,San Isidro,"Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1900
1041,25/01/25,No recibí mi pedido,reclamos@hotmail.com,Vicente López,"Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1901
1042,"Apr 24, 2025",Re: Re: falta producto,reclamos@hotmail.com,San Fernando,No es la primera vez que pasa esto. Aguardo solución urgente.,1901
1043,2025-04-03 00:00,RECLAMO pedido no llego,usuario@yahoo.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1902
1044,02/05/25,Reclamo por cobro,cliente@gmail.com,San Isidro,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1903
1045,2025-01-09 00:00,Queja repartidor,usuario@yahoo.com,Malvinas Argentinas,Espero una pronta respuesta. No es la primera vez que pasa esto. Aguardo solución urgente.,1904
1046,2025-06-27 00:00,No recibí mi pedido,cliente123@outlook.com,Malvinas Argentinas,"Muy mal servicio. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1905
1047,2025-01-30 00:00,Entrega tarde otra vez,cliente@gmail.com,San Miguel,"Aguardo solución urgente. No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1906
1048,2025-06-27 00:00,Problema con el repartidor,usuario@yahoo.com,Malvinas Argentinas,Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1907
1049,2025/01/26,Re: Re: falta producto,cliente@gmail.com,José C. Paz,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1907
1050,"May 23, 2025",No recibí mi pedido,cliente@gmail.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Espero una pronta respuesta.",1908
1051,03/06/25,Pedido incompleto,cliente@gmail.com,José C. Paz,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio.",1909
1052,28/05/25,Re: Re: falta producto,usuario@yahoo.com,San Isidro,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido. Muy mal servicio. Aguardo solución urgente.",1909
1053,04/04/25,Error en la factura,cliente123@outlook.com,Vicente López,"Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1910
1054,"Jun 18, 2025",Error en la factura,usuario@yahoo.com,San Miguel,"Espero una pronta respuesta. Aguardo solución urgente. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido.",1911
1055,2025-06-19 00:00,Entrega tarde otra vez,usuario@yahoo.com,Vicente López,No es la primera vez que pasa esto. Espero una pronta respuesta.,1912
1056,04/02/25,MAL SERVICIO,reclamos@hotmail.com,Escobar,Aguardo solución urgente. Muy mal servicio.,1913
1057,2025/05/21,Demora en entrega,reclamos@hotmail.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1914
1058,"Jun 23, 2025",Problema con el repartidor,usuario@yahoo.com,José C. Paz,"Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1915
1059,06/04/25,MAL SERVICIO,cliente123@outlook.com,San Fernando,"Muy mal servicio. Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido.",1916
1060,2025/01/20,Queja repartidor,cliente@gmail.com,José C. Paz,Aguardo solución urgente. Muy mal servicio.,1917
1061,2025-03-26 00:00,Demora en entrega,reclamos@hotmail.com,San Martín,No es la primera vez que pasa esto. Aguardo solución urgente. Muy mal servicio.,1918
1062,"Jan 26, 2025",RECLAMO pedido no llego,usuario@yahoo.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1919
1063,"May 31, 2025",Error en la factura,cliente@gmail.com,José C. Paz,Aguardo solución urgente. Espero una pronta respuesta. Muy mal servicio.,1920
1064,2025-06-05 00:00,Problema con el repartidor,cliente@gmail.com,San Fernando,Muy mal servicio. No es la primera vez que pasa esto. Aguardo solución urgente.,1921
1065,03/05/25,No recibí mi pedido,reclamos@hotmail.com,Vicente López,"Aguardo solución urgente. No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1922
1066,2025/04/07,Re: Re: falta producto,cliente@gmail.com,San Martín,No es la primera vez que pasa esto. Muy mal servicio. Espero una pronta respuesta. Aguardo solución urgente.,1922
1067,2025/04/23,Pedido incompleto,cliente123@outlook.com,José C. Paz,Espero una pronta respuesta. Muy mal servicio. Aguardo solución urgente.,1923
1068,2025-03-20 00:00,Queja repartidor,reclamos@hotmail.com,Malvinas Argentinas,"Buenas, escribo para reclamar por un problema con mi pedido. Aguardo solución urgente. Muy mal servicio.",1924
1069,24/01/25,Queja repartidor,cliente@gmail.com,San Isidro,"Espero una pronta respuesta. Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto.",1925
1070,"May 03, 2025",Re: Re: falta producto,cliente@gmail.com,Malvinas Argentinas,Aguardo solución urgente. No es la primera vez que pasa esto.,1925
1071,2025/04/19,RECLAMO pedido no llego,usuario@yahoo.com,José C. Paz,"Aguardo solución urgente. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta. No es la primera vez que pasa esto.",1926
1072,22/06/25,Pedido incompleto,usuario@yahoo.com,San Isidro,"No es la primera vez que pasa esto. Espero una pronta respuesta. Buenas, escribo para reclamar por un problema con mi pedido.",1927
1073,"May 07, 2025",Re: Pedido incompleto,usuario@yahoo.com,San Martín,Espero una pronta respuesta. No es la primera vez que pasa esto.,1927
1074,2025/03/16,Entrega tarde otra vez,cliente123@outlook.com,Escobar,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1928
1075,2025/02/25,No recibí mi pedido,cliente@gmail.com,San Miguel,"Muy mal servicio. Buenas, escribo para reclamar por un problema con mi pedido. No es la primera vez que pasa esto. Aguardo solución urgente.",1929
1076,2025/03/26,Demora nuevamente,reclamos@hotmail.com,San Isidro,Espero una pronta respuesta. No es la primera vez que pasa esto.,1930
1077,2025-04-01 00:00,No recibí mi pedido,cliente@gmail.com,Malvinas Argentinas,"No es la primera vez que pasa esto. Buenas, escribo para reclamar por un problema con mi pedido. Espero una pronta respuesta.",1931
